region,rvalue-s,pvalue-s,fdr-pvalue-s,rvalue,pvalue,fdr-pvalue
A20cl_L,-0.005314920449134753,0.9448330181482877,0.9819566511642519,-0.020665837866406637,0.7878663112662082,0.9571776199669187
A20cv_L,0.07267734984329492,0.3434055085659672,0.9610773654871112,0.05731397671145517,0.4551849735366122,0.9571776199669187
A20rv_L,0.00042580698671496796,0.9955768014368539,0.9991300591948931,-0.010471829795305589,0.8915532497541185,0.9714432380205292
A37mv_L,0.015211099447856586,0.8430071246165827,0.963436713847523,-0.02303786392749084,0.7641959044304543,0.9571776199669187
A37lv_L,-0.03659937058358064,0.633607148573299,0.9610773654871112,-0.02725206848592733,0.7226890161459796,0.9571776199669187
36r_L,-0.06070525013550424,0.4289052122714383,0.9610773654871112,-0.093103548307405,0.22445062655026776,0.9251214856689762
36c_L,-0.005165717166994459,0.9463793487754926,0.9819566511642519,-0.01997486505504721,0.7947992737225308,0.9571776199669187
TL_L,-0.024971648284668725,0.7450579144898136,0.9610773654871112,-0.027029243341267502,0.724864759946979,0.9571776199669187
34_L,0.0032831998480029865,0.9659048887601678,0.9858538715207386,0.014199438930108658,0.8533268473842125,0.9693292437985219
TI_L,-0.04521285251436194,0.5559025272256186,0.9610773654871112,-0.04987094551432682,0.5158947425296107,0.9571776199669187
TH_L,-0.1158115851489468,0.13031149725364335,0.9610773654871112,-0.12824563279406886,0.09362233757960196,0.8985659453285696
rpSTS_L,-0.09778415383481931,0.20190729885896205,0.9610773654871112,-0.10973985442801724,0.15184013350651082,0.8985659453285696
cpSTS_L,-0.1515761711914308,0.047156581194932386,0.9045130346121473,-0.16711949217388708,0.02843709227544811,0.8985659453285696
A7r_L,0.11179982554090716,0.14425409607480114,0.9610773654871112,0.11165400271811914,0.1447814470816746,0.8985659453285696
A7c_L,-0.0030573177550282465,0.9682493381007253,0.9858538715207386,-0.009015808620874335,0.9065578173870132,0.9717549079866951
A5l_L,0.062466865397568044,0.4156066502339866,0.9610773654871112,0.06851797737750136,0.3718022861368071,0.9571776199669187
A7pc_L,-0.031356416295782785,0.6830260493321549,0.9610773654871112,-0.031231108921205702,0.6842248842226007,0.9571776199669187
A7ip_L,-0.02011436715914224,0.7933982478912777,0.9610773654871112,-0.010459225360335202,0.8916829836275134,0.9714432380205292
A39c_L,-0.0643817804871554,0.4014282675497223,0.9610773654871112,-0.067747157960861,0.37721903291030995,0.9571776199669187
A39rd_L,0.07800760406203437,0.30908159907153143,0.9610773654871112,0.05270629551177429,0.49228838841637074,0.9571776199669187
A40rd_L,-0.005495387122174615,0.9429629520994129,0.9819566511642519,-0.030082611658977437,0.6952491619365411,0.9571776199669187
A40c_L,-0.03268923775573026,0.6703242699149472,0.9610773654871112,-0.04342425231568535,0.5716535606313277,0.9571776199669187
A39rv_L,-0.09579123824126311,0.21129727655593708,0.9610773654871112,-0.08386823969056387,0.2740297519364225,0.9300403702084642
A40rv_L,-0.09113449036439138,0.23444823195704423,0.9610773654871112,-0.05032809724289091,0.5120496616121707,0.9571776199669187
A7m_L,-0.017103050712928076,0.8237805989889524,0.9610773654871112,-0.02579443013229829,0.7369614268981032,0.9571776199669187
A5m_L,-0.03454466461234541,0.6527971315608057,0.9610773654871112,-0.011195022108034122,0.8841145615544391,0.9714432380205292
dmPOS_L,-0.027975872883395043,0.7156369339547677,0.9610773654871112,-0.09725125696389197,0.2043880802199883,0.9251214856689762
A31_L,-0.019999953647476445,0.7945472593483388,0.9610773654871112,-0.03944926385271527,0.6073920269706716,0.9571776199669187
3ulhf_L,0.007763605502930524,0.9194886967537996,0.9819566511642519,-0.08477896059129073,0.26883470029241885,0.9300403702084642
3tonIa_L,-0.03361046326917176,0.6615990070511519,0.9610773654871112,-0.07669300393108791,0.3173305206077292,0.9571776199669187
A2_L,-0.04006124237337167,0.6018258308360158,0.9610773654871112,-0.04292444502123198,0.5760923392332882,0.9571776199669187
3tru_L,-0.029343544480744707,0.7023774704958599,0.9610773654871112,-0.06982864017658683,0.36270234820666686,0.9571776199669187
G_L,-0.11436934706920746,0.1351994245762858,0.9610773654871112,-0.11800205304543956,0.12314917648588922,0.8985659453285696
vIa_L,0.06801065623708574,0.37536196199968264,0.9610773654871112,0.07054859148688059,0.35776306046444023,0.9571776199669187
dIa_L,-0.03434121729228787,0.654709952648399,0.9610773654871112,-0.03910790543225236,0.6105066824078391,0.9571776199669187
vIg_L,0.12326006255301314,0.10720110130090059,0.9605218676560692,0.10811850122541061,0.15801970494964057,0.8985659453285696
dIg_L,-0.037343648608597214,0.6267149085459502,0.9610773654871112,-0.06014391263080898,0.43319375633510915,0.9571776199669187
dId_L,-0.01930345803234358,0.8015513484678042,0.9610773654871112,-0.05368745957309465,0.4842553015085701,0.9571776199669187
A23d_L,0.024449105874315393,0.7502145283840009,0.9610773654871112,-0.02127129389486156,0.7818050357306363,0.9571776199669187
A24rv_L,0.051282053397219876,0.5040739673804527,0.9610773654871112,0.0327256236516731,0.669978798737145,0.9571776199669187
